drug_name,medical_condition,rating,no_of_reviews
oxaprozin,osteoarthritis,7.3,4.0
profinac,osteoarthritis,-1.0,0.0
salsalate,osteoarthritis,5.5,2.0
schiff move free,osteoarthritis,5.6,9.0
solu-medrol,osteoarthritis,-1.0,0.0
sulindac,osteoarthritis,5.8,4.0
triamcinolone,osteoarthritis,5.5,72.0
xrylix,osteoarthritis,-1.0,0.0
amlodipine / celecoxib,osteoarthritis,9.7,3.0
aristospan,osteoarthritis,-1.0,0.0
betamethasone,osteoarthritis,-1.0,0.0
bioflavonoids,osteoarthritis,7.5,10.0
capsaicin,osteoarthritis,5.1,30.0
celestone soluspan,osteoarthritis,-1.0,0.0
clinacort,osteoarthritis,-1.0,0.0
clinoril,osteoarthritis,-1.0,0.0
consensi,osteoarthritis,9.7,3.0
cortisone,osteoarthritis,0.0,1.0
daypro,osteoarthritis,8.0,1.0
esomeprazole / naproxen,osteoarthritis,4.8,31.0
euflexxa,osteoarthritis,6.2,242.0
excedrin,osteoarthritis,8.7,4.0
hyaluronan,osteoarthritis,6.0,275.0
indocin sr,osteoarthritis,-1.0,0.0
kenalog-10,osteoarthritis,1.0,3.0
limbrel,osteoarthritis,7.5,9.0
orthovisc,osteoarthritis,6.3,185.0
osteo bi-flex advanced,osteoarthritis,-1.0,0.0
sodium hyaluronate,osteoarthritis,5.3,574.0
supartz,osteoarthritis,6.2,49.0
synvisc,osteoarthritis,6.3,60.0
synvisc-one,osteoarthritis,6.0,163.0
zilretta,osteoarthritis,5.7,49.0
zostrix,osteoarthritis,9.0,3.0
acetaminophen / aspirin / caffeine,osteoarthritis,8.5,7.0
acetaminophen / aspirin,osteoarthritis,-1.0,0.0
acetaminophen / caffeine,osteoarthritis,-1.0,0.0
arthricream,osteoarthritis,-1.0,0.0
asper-flex,osteoarthritis,-1.0,0.0
axsain,osteoarthritis,-1.0,0.0
backaid inflammatory pain formula,osteoarthritis,-1.0,0.0
boroleum,osteoarthritis,-1.0,0.0
capsin,osteoarthritis,-1.0,0.0
capzasin,osteoarthritis,-1.0,0.0
capzasin-hp,osteoarthritis,5.0,3.0
capzasin-p,osteoarthritis,1.0,2.0
castiva cooling,osteoarthritis,-1.0,0.0
castiva warming,osteoarthritis,-1.0,0.0
choline magnesium trisalicylate,osteoarthritis,-1.0,0.0
cidaflex,osteoarthritis,-1.0,0.0
cosmegen,osteoarthritis,-1.0,0.0
dactinomycin,osteoarthritis,-1.0,0.0
diclofenac / menthol,osteoarthritis,-1.0,0.0
diclopr,osteoarthritis,-1.0,0.0
diclostream,osteoarthritis,-1.0,0.0
durolane,osteoarthritis,4.2,217.0
eucalyptamint,osteoarthritis,-1.0,0.0
excedrin quick tab,osteoarthritis,-1.0,0.0
excedrin tension headache,osteoarthritis,-1.0,0.0
exocaine plus,osteoarthritis,-1.0,0.0
famotidine / ibuprofen,osteoarthritis,7.0,30.0
fenoprofen,osteoarthritis,-1.0,0.0
fenortho,osteoarthritis,-1.0,0.0
fenovar,osteoarthritis,-1.0,0.0
flurbiprofen,osteoarthritis,-1.0,0.0
gelsyn-3,osteoarthritis,4.4,32.0
genace,osteoarthritis,-1.0,0.0
glucoten,osteoarthritis,-1.0,0.0
goody's extra strength,osteoarthritis,6.0,1.0
gordogesic,osteoarthritis,-1.0,0.0
heet triple action,osteoarthritis,-1.0,0.0
hyalgan,osteoarthritis,4.9,10.0
hylan g-f 20,osteoarthritis,6.2,230.0
hymovis,osteoarthritis,3.9,13.0
meclofenamate,osteoarthritis,-1.0,0.0
menthac arthritis cream with capsaicin,osteoarthritis,-1.0,0.0
mentholatum deep heating,osteoarthritis,-1.0,0.0
methyl salicylate,osteoarthritis,6.2,39.0
monovisc,osteoarthritis,5.8,60.0
myoflex,osteoarthritis,-1.0,0.0
nalfon,osteoarthritis,-1.0,0.0
optiflex complete,osteoarthritis,-1.0,0.0
pryflex,osteoarthritis,-1.0,0.0
relafen ds,osteoarthritis,-1.0,0.0
relamine,osteoarthritis,-1.0,0.0
salonpas pain patch,osteoarthritis,6.1,38.0
satogesic,osteoarthritis,-1.0,0.0
sloan's liniment,osteoarthritis,9.0,1.0
supartz fx,osteoarthritis,6.1,7.0
tolmetin,osteoarthritis,10.0,1.0
trolamine salicylate,osteoarthritis,9.0,7.0
zostrix diabetic foot pain,osteoarthritis,-1.0,0.0
zostrix sports,osteoarthritis,-1.0,0.0
alendronate,osteoporosis,2.5,106.0
prolia,osteoporosis,2.7,332.0
fosamax,osteoporosis,2.4,55.0
calcium / vitamin d,osteoporosis,9.0,5.0
denosumab,osteoporosis,2.7,337.0
boniva,osteoporosis,3.3,73.0
actonel,osteoporosis,3.1,19.0
calcium carbonate,osteoporosis,8.0,2.0
evenity,osteoporosis,4.8,5.0
forteo,osteoporosis,5.2,145.0
reclast,osteoporosis,5.1,174.0
evista,osteoporosis,6.3,8.0
caltrate 600+d,osteoporosis,9.0,2.0
citracal + d,osteoporosis,-1.0,0.0
risedronate,osteoporosis,2.9,56.0
caltrate,osteoporosis,-1.0,0.0
hydrochlorothiazide,osteoporosis,-1.0,0.0
calcium citrate,osteoporosis,-1.0,0.0
ibandronate,osteoporosis,3.3,87.0
raloxifene,osteoporosis,4.9,12.0
premarin,osteoporosis,10.0,3.0
atelvia,osteoporosis,4.7,3.0
calcitonin,osteoporosis,4.1,9.0
zometa,osteoporosis,3.3,13.0
microzide,osteoporosis,-1.0,0.0
teriparatide,osteoporosis,5.1,149.0
aquazide h,osteoporosis,-1.0,0.0
esidrix,osteoporosis,-1.0,0.0
zoledronic acid,osteoporosis,4.8,244.0
alendronate / cholecalciferol,osteoporosis,-1.0,0.0
fosamax plus d,osteoporosis,-1.0,0.0
binosto,osteoporosis,-1.0,0.0
miacalcin,osteoporosis,1.0,1.0
tymlos,osteoporosis,4.2,81.0
aclasta,osteoporosis,4.3,25.0
calci-chew,osteoporosis,8.0,1.0
prempro,osteoporosis,9.0,1.0
abaloparatide,osteoporosis,4.1,84.0
calcitrate with d,osteoporosis,-1.0,0.0
calcium gluconate,osteoporosis,-1.0,0.0
calcium lactate,osteoporosis,-1.0,0.0
"calcium phosphate, tribasic",osteoporosis,-1.0,0.0
conjugated estrogens,osteoporosis,10.0,4.0
os-cal calcium+d3,osteoporosis,0.0,1.0
tums smoothies,osteoporosis,-1.0,0.0
bazedoxifene / conjugated estrogens,osteoporosis,5.5,2.0
cal-glu,osteoporosis,-1.0,0.0
cal-lac,osteoporosis,-1.0,0.0
calcitrate,osteoporosis,-1.0,0.0
conjugated estrogens / medroxyprogesterone,osteoporosis,9.0,1.0
duavee,osteoporosis,5.5,2.0
esterified estrogens,osteoporosis,-1.0,0.0
estropipate,osteoporosis,-1.0,0.0
menest,osteoporosis,-1.0,0.0
ogen,osteoporosis,-1.0,0.0
os-cal 500 chewable,osteoporosis,-1.0,0.0
os-cal extra d3,osteoporosis,-1.0,0.0
oystercal-d,osteoporosis,-1.0,0.0
posture,osteoporosis,-1.0,0.0
premarin intravenous,osteoporosis,-1.0,0.0
premphase,osteoporosis,-1.0,0.0
romosozumab,osteoporosis,5.8,6.0
upcal d,osteoporosis,-1.0,0.0
tramadol,pain,5.9,668.0
gabapentin,pain,6.0,387.0
ibuprofen,pain,7.6,51.0
oxycodone,pain,8.4,456.0
acetaminophen,pain,6.1,58.0
hydrocodone,pain,5.5,188.0
tylenol,pain,6.6,16.0
methadone,pain,8.7,166.0
acetaminophen / hydrocodone,pain,6.2,743.0
dilaudid,pain,8.2,245.0
buprenorphine,pain,6.3,139.0
oxycontin,pain,8.8,194.0
buprenex,pain,10.0,4.0
percocet,pain,8.7,186.0
paracetamol,pain,4.6,9.0
celebrex,pain,6.9,99.0
naproxen,pain,6.2,103.0
diclofenac,pain,7.1,190.0
ketorolac,pain,6.5,389.0
ultram,pain,6.0,121.0
amitriptyline,pain,7.7,244.0
acetaminophen / oxycodone,pain,8.2,438.0
demerol,pain,9.6,70.0
nucynta,pain,6.2,270.0
voltaren arthritis pain gel,pain,7.1,154.0
aspirin,pain,6.7,12.0
hydromorphone,pain,8.0,292.0
roxicodone,pain,9.0,28.0
aleve,pain,6.3,27.0
celecoxib,pain,6.7,116.0
diclofenac,pain,6.9,274.0
tylenol arthritis pain,pain,5.0,4.0
acetaminophen / codeine,pain,4.4,193.0
advil,pain,6.5,6.0
codeine,pain,7.2,43.0
meloxicam,pain,4.3,34.0
morphine,pain,8.0,170.0
voltaren,pain,7.5,51.0
motrin,pain,7.5,4.0
fentanyl transdermal system,pain,8.1,29.0
hydroxyzine,pain,6.7,27.0
lidocaine,pain,4.6,139.0
nortriptyline,pain,6.7,119.0
pregabalin,pain,6.6,160.0
acetaminophen / tramadol,pain,6.9,54.0
etodolac,pain,7.6,49.0
hydrocodone / ibuprofen,pain,8.6,74.0
arthritis pain,pain,-1.0,0.0
bayer aspirin,pain,1.0,1.0
duloxetine,pain,7.2,84.0
fentanyl,pain,8.2,179.0
oxymorphone,pain,7.9,216.0
tapentadol,pain,6.2,413.0
tylenol 8 hour,pain,8.0,8.0
advil liqui-gels,pain,8.0,5.0
altenol,pain,-1.0,0.0
arthritis pain relief,pain,-1.0,0.0
ascriptin,pain,-1.0,0.0
aspergum,pain,-1.0,0.0
aspiritab,pain,-1.0,0.0
aspirtab,pain,-1.0,0.0
bayer aspirin extra strength plus,pain,3.0,2.0
easprin,pain,-1.0,0.0
ecotrin,pain,-1.0,0.0
ecpirin,pain,-1.0,0.0
entercote,pain,-1.0,0.0
feverall,pain,10.0,1.0
flector patch,pain,7.2,83.0
genacote,pain,-1.0,0.0
halfprin,pain,-1.0,0.0
mapap,pain,-1.0,0.0
meperidine,pain,9.5,93.0
motrin ib,pain,10.0,2.0
ms contin,pain,8.3,43.0
naprosyn,pain,7.2,7.0
norwich aspirin,pain,-1.0,0.0
vazalore,pain,6.0,1.0
7t gummy es chewable tablets,pain,-1.0,0.0
a-g profen,pain,-1.0,0.0
abenol,pain,-1.0,0.0
acephen,pain,-1.0,0.0
actamin,pain,-1.0,0.0
actimol children's,pain,-1.0,0.0
actimol infant,pain,-1.0,0.0
actiprofen,pain,-1.0,0.0
addaprin,pain,-1.0,0.0
advil children's,pain,-1.0,0.0
advil infant's concentrated drops,pain,-1.0,0.0
advil migraine,pain,-1.0,0.0
aminofen,pain,-1.0,0.0
anacin aspirin free,pain,-1.0,0.0
apra,pain,-1.0,0.0
atasol,pain,-1.0,0.0
aurophen,pain,-1.0,0.0
caldolor,pain,-1.0,0.0
cataflam,pain,8.6,10.0
cetafen,pain,-1.0,0.0
children's motrin,pain,6.7,3.0
children's silapap,pain,-1.0,0.0
children's tylenol,pain,-1.0,0.0
clonidine,pain,8.5,2.0
conzip,pain,9.0,1.0
dolono,pain,-1.0,0.0
duragesic,pain,8.3,40.0
febrol solution,pain,-1.0,0.0
genapap,pain,-1.0,0.0
genebs,pain,-1.0,0.0
genpril,pain,-1.0,0.0
ibu-200,pain,-1.0,0.0
indomethacin,pain,7.0,23.0
infant's tylenol,pain,-1.0,0.0
jr. tylenol,pain,-1.0,0.0
kadian,pain,8.0,29.0
lidocaine viscous,pain,5.6,8.0
m-pap,pain,-1.0,0.0
mapap arthritis pain,pain,-1.0,0.0
midol ib,pain,-1.0,0.0
motrin childrens,pain,-1.0,0.0
motrin junior strength,pain,-1.0,0.0
nortemp children's,pain,-1.0,0.0
nucynta er,pain,7.1,73.0
nuprin,pain,-1.0,0.0
ofirmev,pain,-1.0,0.0
pharbetol,pain,-1.0,0.0
proprinal,pain,-1.0,0.0
qdolo,pain,-1.0,0.0
silapap childrens,pain,-1.0,0.0
tactinal,pain,-1.0,0.0
tempra quicklets,pain,-1.0,0.0
tycolene,pain,-1.0,0.0
tylophen,pain,-1.0,0.0
ultracet,pain,7.5,30.0
vitapap,pain,10.0,2.0
actiq,pain,9.6,6.0
aflaxen,pain,-1.0,0.0
all day pain relief,pain,-1.0,0.0
all day relief,pain,-1.0,0.0
anaprox,pain,-1.0,0.0
anaprox-ds,pain,10.0,1.0
anjeso,pain,-1.0,0.0
dazidox,pain,-1.0,0.0
ec-naprosyn,pain,-1.0,0.0
eth-oxydose,pain,-1.0,0.0
flanax pain reliever,pain,-1.0,0.0
hysingla er,pain,4.1,95.0
ketamine,pain,6.0,38.0
lofena,pain,-1.0,0.0
naprelan,pain,10.0,2.0
oxaydo,pain,6.5,2.0
oxydose,pain,8.0,1.0
oxyfast,pain,10.0,1.0
piroxicam,pain,7.4,8.0
roxybond,pain,-1.0,0.0
tylenol pm,pain,5.0,4.0
xrylix,pain,-1.0,0.0
xtampza er,pain,2.7,19.0
zipsor,pain,7.5,20.0
zorvolex,pain,7.9,15.0
advil pm,pain,-1.0,0.0
aleve pm,pain,6.3,15.0
aloe vera burn relief spray with lidocaine,pain,-1.0,0.0
anecream,pain,10.0,1.0
anestacon,pain,-1.0,0.0
astero,pain,-1.0,0.0
astramorph pf,pain,-1.0,0.0
bactine,pain,10.0,1.0
belbuca,pain,4.4,19.0
biofreeze,pain,9.0,1.0
butorphanol,pain,8.4,51.0
butrans,pain,6.7,75.0
capsaicin,pain,4.8,64.0
cidaleaze,pain,-1.0,0.0
dermacinrx lidotral﻿,pain,-1.0,0.0
dermacinrx lido v pak,pain,-1.0,0.0
diphenhydramine,pain,-1.0,0.0
duraclon,pain,-1.0,0.0
duramorph,pain,1.0,2.0
duramorph pf,pain,-1.0,0.0
eha lotion,pain,-1.0,0.0
fentora,pain,9.0,5.0
glydo,pain,-1.0,0.0
ibuprofen pm,pain,-1.0,0.0
imipramine,pain,8.5,6.0
infumorph,pain,-1.0,0.0
itch relief,pain,-1.0,0.0
ketoprofen,pain,9.9,15.0
levorphanol,pain,7.5,21.0
lidamantle,pain,-1.0,0.0
lidopac,pain,-1.0,0.0
lidorx,pain,-1.0,0.0
lidotrans 5 pak,pain,-1.0,0.0
lidozion,pain,-1.0,0.0
lmx 4,pain,-1.0,0.0
lmx 5,pain,-1.0,0.0
lta ii kit,pain,-1.0,0.0
lydexa,pain,-1.0,0.0
medi-quik spray,pain,10.0,1.0
mefenamic acid,pain,3.3,4.0
methadone diskets,pain,9.0,4.0
methadose,pain,8.8,12.0
mitigo,pain,-1.0,0.0
moxicaine,pain,-1.0,0.0
nalbuphine,pain,7.3,32.0
radiaguard,pain,-1.0,0.0
recticare,pain,-1.0,0.0
regenecare ha spray,pain,-1.0,0.0
sprix,pain,7.3,53.0
sulindac,pain,5.6,13.0
topicaine,pain,-1.0,0.0
tranzarel,pain,-1.0,0.0
xylocaine jelly,pain,10.0,1.0
xylocaine topical,pain,-1.0,0.0
zionodil,pain,-1.0,0.0
acetaminophen / aspirin / caffeine / salicylamide,pain,8.0,3.0
acetaminophen / aspirin,pain,9.0,1.0
acetaminophen / benzhydrocodone,pain,-1.0,0.0
acetaminophen / caffeine / dihydrocodeine,pain,7.1,24.0
acetaminophen / caffeine,pain,-1.0,0.0
acetaminophen / diphenhydramine,pain,8.4,17.0
acetaminophen / ibuprofen,pain,-1.0,0.0
acetaminophen / phenyltoloxamine / salicylamide,pain,-1.0,0.0
activice,pain,-1.0,0.0
alfentanil,pain,10.0,1.0
alka-seltzer wake-up call!,pain,-1.0,0.0
anacin,pain,10.0,4.0
anbesol,pain,-1.0,0.0
apadaz,pain,-1.0,0.0
arctic relief,pain,-1.0,0.0
arthricream,pain,-1.0,0.0
asper-flex,pain,-1.0,0.0
aspercreme max no mess roll-on,pain,-1.0,0.0
aspercreme pain relieving heat gel,pain,3.3,4.0
aspirin / butalbital / caffeine,pain,9.6,9.0
aspirin / caffeine / dihydrocodeine,pain,10.0,1.0
aspirin / caffeine,pain,5.8,86.0
aspirin / carisoprodol / codeine,pain,9.5,3.0
aspirin / oxycodone,pain,4.3,4.0
axsain,pain,1.0,1.0
back & body extra strength,pain,-1.0,0.0
bayer back & body,pain,-1.0,0.0
bayer extra strength back & body,pain,-1.0,0.0
bc arthritis,pain,5.0,6.0
bc fast pain relief,pain,7.5,3.0
bengay cold therapy gel,pain,-1.0,0.0
bengay ultra strength pain relieving patch,pain,-1.0,0.0
bengay vanishing scent,pain,-1.0,0.0
bengay zero degrees,pain,-1.0,0.0
benzo-jel,pain,-1.0,0.0
benzocaine,pain,8.0,2.0
bio-therm pain relieving lotion,pain,-1.0,0.0
"blue-emu maximum strength arthritis, muscle & joint pain relief",pain,6.3,3.0
blue gel,pain,-1.0,0.0
bupivacaine liposome,pain,5.8,64.0
camphor / menthol,pain,7.1,37.0
capsagel extra strength,pain,-1.0,0.0
capsaicin / diclofenac,pain,-1.0,0.0
capsaicin / lidocaine / menthol / methyl salicylate,pain,10.0,2.0
capsaicin / menthol / methyl salicylate,pain,4.5,3.0
capsin,pain,1.0,1.0
capsinac,pain,-1.0,0.0
capzasin,pain,2.0,3.0
capzasin-hp,pain,1.0,2.0
capzasin-p,pain,1.0,2.0
castiva warming,pain,-1.0,0.0
celecoxib / tramadol,pain,-1.0,0.0
cepacol fizzlers,pain,-1.0,0.0
chiggerex,pain,-1.0,0.0
choline magnesium trisalicylate,pain,-1.0,0.0
clinoril,pain,5.0,2.0
cool 'n heat patch,pain,-1.0,0.0
cope,pain,-1.0,0.0
dendracin neurodendraxcin,pain,8.0,1.0
denti-care denti-freeze,pain,-1.0,0.0
dermacinrx lexitral,pain,-1.0,0.0
dermacinrx lexitral pharmapak,pain,-1.0,0.0
dermoplast,pain,-1.0,0.0
diclofex dc,pain,-1.0,0.0
dicloheal-60,pain,-1.0,0.0
diclosaicin,pain,-1.0,0.0
diclotral pak,pain,-1.0,0.0
diflunisal,pain,4.0,4.0
diphenhydramine / ibuprofen,pain,-1.0,0.0
diphenhydramine / magnesium salicylate,pain,-1.0,0.0
diphenhydramine / naproxen,pain,6.0,16.0
doan's pills,pain,6.0,2.0
doans pills extra strength,pain,9.7,8.0
doans pm,pain,-1.0,0.0
dolobid,pain,1.0,2.0
dsuvia,pain,-1.0,0.0
duraxin,pain,-1.0,0.0
dvorah,pain,-1.0,0.0
dyclonine,pain,-1.0,0.0
ed-flex,pain,-1.0,0.0
endodan,pain,-1.0,0.0
excedrin quick tab,pain,-1.0,0.0
excedrin tension headache,pain,-1.0,0.0
exoten-c pain relief,pain,-1.0,0.0
exparel,pain,5.6,57.0
fast freeze,pain,8.0,1.0
feldene,pain,8.0,4.0
fenoprofen,pain,-1.0,0.0
fenortho,pain,-1.0,0.0
fiorinal,pain,9.6,5.0
flexall,pain,-1.0,0.0
flurbiprofen,pain,5.3,3.0
fortabs,pain,-1.0,0.0
freeze it,pain,-1.0,0.0
gebauer's spray and stretch,pain,-1.0,0.0
gold bond medicated maximum strength foot,pain,-1.0,0.0
headache relief pm,pain,-1.0,0.0
icy hot advanced relief pain relief patch,pain,-1.0,0.0
icy hot extra strength,pain,-1.0,0.0
icy hot medicated spray,pain,1.0,1.0
icy hot vanishing scent pain relieving gel,pain,-1.0,0.0
inavix,pain,-1.0,0.0
indocin,pain,6.6,5.0
indocin sr,pain,5.5,2.0
kank-a,pain,-1.0,0.0
lanacane,pain,6.0,1.0
laryngesic,pain,-1.0,0.0
legatrin pm,pain,10.0,2.0
lidopro,pain,10.0,2.0
magnesium salicylate,pain,9.3,17.0
max-freeze,pain,-1.0,0.0
meclofenamate,pain,10.0,1.0
medi-derm rx,pain,-1.0,0.0
medicone,pain,-1.0,0.0
medrox,pain,-1.0,0.0
medrox-rx,pain,-1.0,0.0
menthac arthritis cream with capsaicin,pain,-1.0,0.0
menthol,pain,5.2,20.0
meperitab,pain,9.7,3.0
midol pm,pain,8.5,2.0
mineral ice,pain,-1.0,0.0
motrin pm,pain,-1.0,0.0
mst,pain,-1.0,0.0
myoflex,pain,-1.0,0.0
nalfon,pain,-1.0,0.0
nalocet,pain,-1.0,0.0
naloxone / pentazocine,pain,7.0,15.0
new terocin,pain,-1.0,0.0
nudiclo solupak,pain,-1.0,0.0
nuprin backache,pain,-1.0,0.0
oliceridine,pain,-1.0,0.0
olinvyk,pain,-1.0,0.0
p-a-c,pain,-1.0,0.0
p-a-c analgesic,pain,-1.0,0.0
painaid,pain,-1.0,0.0
pentafluoropropane / tetrafluoroethane,pain,-1.0,0.0
percodan,pain,5.3,3.0
percogesic extra strength,pain,10.0,1.0
percogesic original strength,pain,9.5,8.0
pramox,pain,-1.0,0.0
pramoxine,pain,4.0,3.0
prax,pain,-1.0,0.0
precaine b,pain,-1.0,0.0
prialt,pain,1.0,1.0
primlev,pain,9.0,1.0
prolate,pain,-1.0,0.0
qutenza,pain,-1.0,0.0
rematex,pain,-1.0,0.0
salonpas-hot,pain,-1.0,0.0
sarna sensitive,pain,-1.0,0.0
seglentis,pain,-1.0,0.0
sloan's liniment,pain,8.0,1.0
solarcaine first aid medicated spray,pain,-1.0,0.0
soltice quick-rub,pain,-1.0,0.0
sombra cool therapy,pain,-1.0,0.0
sombra warm therapy,pain,-1.0,0.0
stopain,pain,-1.0,0.0
sufentanil,pain,-1.0,0.0
sure result dss premium pak,pain,-1.0,0.0
theragen hp,pain,-1.0,0.0
therapeutic ice,pain,-1.0,0.0
tiger balm,pain,7.3,27.0
tiger balm pain relieving patch,pain,10.0,1.0
tivorbex,pain,0.0,1.0
tofranil,pain,-1.0,0.0
tolmetin,pain,-1.0,0.0
topical anesthetic dental gel,pain,-1.0,0.0
transderm-iq,pain,-1.0,0.0
trezix,pain,5.3,13.0
trolamine salicylate,pain,6.6,36.0
tru-micin,pain,-1.0,0.0
ultracin t,pain,-1.0,0.0
xodol,pain,10.0,1.0
xolox,pain,0.0,1.0
ziclopro,pain,-1.0,0.0
ziconotide,pain,1.0,1.0
zostrix,pain,3.5,4.0
zostrix diabetic foot pain,pain,-1.0,0.0
zostrix sports,pain,-1.0,0.0
zyfrel,pain,-1.0,0.0
levofloxacin,pneumonia,5.5,148.0
clarithromycin,pneumonia,7.1,54.0
ceftriaxone,pneumonia,8.4,19.0
levaquin,pneumonia,5.4,77.0
azithromycin,pneumonia,6.0,38.0
doxycycline,pneumonia,6.5,56.0
amoxicillin,pneumonia,9.0,4.0
amoxil,pneumonia,9.0,2.0
azithromycin dose pack,pneumonia,3.3,3.0
augmentin,pneumonia,5.2,6.0
ciprofloxacin,pneumonia,3.6,5.0
avelox,pneumonia,8.2,39.0
cefdinir,pneumonia,5.6,14.0
zithromax,pneumonia,5.5,3.0
amoxicillin / clavulanate,pneumonia,5.3,12.0
clindamycin,pneumonia,5.8,4.0
cipro,pneumonia,1.0,2.0
cefotaxime,pneumonia,-1.0,0.0
metronidazole,pneumonia,8.0,1.0
cefuroxime,pneumonia,6.8,14.0
moxifloxacin,pneumonia,8.2,48.0
sulfamethoxazole / trimethoprim,pneumonia,3.0,1.0
vancomycin,pneumonia,9.0,2.0
bactrim,pneumonia,-1.0,0.0
bactrim ds,pneumonia,-1.0,0.0
cefepime,pneumonia,-1.0,0.0
ceftazidime,pneumonia,-1.0,0.0
ceftin,pneumonia,7.4,6.0
apo-amoxi,pneumonia,-1.0,0.0
flagyl,pneumonia,8.0,1.0
amikacin,pneumonia,-1.0,0.0
ancef,pneumonia,-1.0,0.0
cefpodoxime,pneumonia,5.0,3.0
doxy 100,pneumonia,-1.0,0.0
erythromycin,pneumonia,-1.0,0.0
vibramycin,pneumonia,-1.0,0.0
zyvox,pneumonia,10.0,1.0
cefixime,pneumonia,5.5,2.0
cilastatin / imipenem,pneumonia,-1.0,0.0
cipro i.v.,pneumonia,-1.0,0.0
cipro xr,pneumonia,-1.0,0.0
cleocin,pneumonia,-1.0,0.0
doryx,pneumonia,-1.0,0.0
doryx mpc,pneumonia,-1.0,0.0
flagyl iv,pneumonia,-1.0,0.0
linezolid,pneumonia,10.0,1.0
monodox,pneumonia,-1.0,0.0
morgidox,pneumonia,-1.0,0.0
oraxyl,pneumonia,-1.0,0.0
piperacillin / tazobactam,pneumonia,6.5,2.0
zosyn,pneumonia,-1.0,0.0
biaxin xl,pneumonia,9.8,4.0
cefazolin,pneumonia,-1.0,0.0
cleocin hcl,pneumonia,-1.0,0.0
cleocin pediatric,pneumonia,-1.0,0.0
cleocin phosphate,pneumonia,-1.0,0.0
co-trimoxazole,pneumonia,-1.0,0.0
flagyl 375,pneumonia,-1.0,0.0
septra,pneumonia,-1.0,0.0
tobramycin,pneumonia,-1.0,0.0
achromycin v,pneumonia,-1.0,0.0
ala-tet,pneumonia,-1.0,0.0
amoclan,pneumonia,-1.0,0.0
ampicillin,pneumonia,-1.0,0.0
augmentin xr,pneumonia,-1.0,0.0
avelox i.v.,pneumonia,10.0,1.0
aztreonam,pneumonia,-1.0,0.0
brodspec,pneumonia,-1.0,0.0
cefaclor,pneumonia,-1.0,0.0
cefzil,pneumonia,10.0,1.0
dicloxacillin,pneumonia,-1.0,0.0
e.e.s. granules,pneumonia,-1.0,0.0
ertapenem,pneumonia,-1.0,0.0
ery-tab,pneumonia,-1.0,0.0
eryc,pneumonia,-1.0,0.0
eryped,pneumonia,-1.0,0.0
erythrocin,pneumonia,-1.0,0.0
erythrocin lactobionate,pneumonia,-1.0,0.0
floxin,pneumonia,-1.0,0.0
garamycin,pneumonia,-1.0,0.0
gentamicin,pneumonia,-1.0,0.0
invanz,pneumonia,-1.0,0.0
maxipime,pneumonia,-1.0,0.0
ofloxacin,pneumonia,-1.0,0.0
pce dispertab,pneumonia,-1.0,0.0
penicillin vk,pneumonia,5.5,2.0
penicillin v potassium,pneumonia,5.5,2.0
primaxin iv,pneumonia,-1.0,0.0
septra ds,pneumonia,-1.0,0.0
sulfatrim pediatric,pneumonia,-1.0,0.0
suprax,pneumonia,-1.0,0.0
teflaro,pneumonia,-1.0,0.0
tetracycline,pneumonia,10.0,1.0
tigecycline,pneumonia,-1.0,0.0
tygacil,pneumonia,-1.0,0.0
vancocin,pneumonia,-1.0,0.0
vancocin hcl,pneumonia,-1.0,0.0
vancocin hcl pulvules,pneumonia,-1.0,0.0
zinacef,pneumonia,-1.0,0.0
amikin,pneumonia,-1.0,0.0
amikin pediatric,pneumonia,-1.0,0.0
ampicillin / sulbactam,pneumonia,-1.0,0.0
avibactam / ceftazidime,pneumonia,-1.0,0.0
avycaz,pneumonia,-1.0,0.0
azactam,pneumonia,-1.0,0.0
baciim,pneumonia,-1.0,0.0
bacitracin,pneumonia,-1.0,0.0
baxdela,pneumonia,-1.0,0.0
bicillin c-r,pneumonia,-1.0,0.0
bicillin c-r 900/300,pneumonia,-1.0,0.0
cefotan,pneumonia,-1.0,0.0
cefotetan,pneumonia,-1.0,0.0
cefoxitin,pneumonia,-1.0,0.0
cefprozil,pneumonia,7.0,2.0
ceftaroline,pneumonia,-1.0,0.0
ceftolozane / tazobactam,pneumonia,-1.0,0.0
claforan,pneumonia,-1.0,0.0
delafloxacin,pneumonia,-1.0,0.0
dycill,pneumonia,-1.0,0.0
dynapen,pneumonia,-1.0,0.0
factive,pneumonia,2.7,4.0
fortaz,pneumonia,-1.0,0.0
gemifloxacin,pneumonia,2.7,4.0
lefamulin,pneumonia,10.0,1.0
nafcillin,pneumonia,-1.0,0.0
nuzyra,pneumonia,-1.0,0.0
omadacycline,pneumonia,-1.0,0.0
oxacillin,pneumonia,-1.0,0.0
penicillin g benzathine / procaine penicillin,pneumonia,-1.0,0.0
penicillin g potassium,pneumonia,-1.0,0.0
penicillin g sodium,pneumonia,-1.0,0.0
pfizerpen,pneumonia,-1.0,0.0
piperacillin,pneumonia,-1.0,0.0
procaine penicillin,pneumonia,-1.0,0.0
tazicef,pneumonia,-1.0,0.0
telavancin,pneumonia,-1.0,0.0
tobi,pneumonia,-1.0,0.0
unasyn,pneumonia,-1.0,0.0
vibativ,pneumonia,-1.0,0.0
xenleta,pneumonia,10.0,1.0
zerbaxa,pneumonia,-1.0,0.0
